,Job Title,Job Description,Skills,combined_text
93,falco engineer,utilizes falco for runtime security monitoring of containerized applications while implementing threat detection mechanisms.,"falco, security, kubernetes, docker, cloud computing, threat detection, system monitoring","falco engineer falco, security, kubernetes, docker, cloud computing, threat detection, system monitoring utilizes falco for runtime security monitoring of containerized applications while implementing threat detection mechanisms."
94,fluentd engineer,configures fluentd as a log collector/aggregator while managing log ingestion pipelines into storage/analytics platforms.,"fluentd, log management, data collection, data processing, elasticsearch, kibana, cloud computing","fluentd engineer fluentd, log management, data collection, data processing, elasticsearch, kibana, cloud computing configures fluentd as a log collector/aggregator while managing log ingestion pipelines into storage/analytics platforms."
95,fortify engineer,conducts static/dynamic application security testing using fortify tools while identifying/remediating vulnerabilities within applications.,"fortify, static code analysis, security, vulnerability management, software development, java, .net","fortify engineer fortify, static code analysis, security, vulnerability management, software development, java, .net conducts static/dynamic application security testing using fortify tools while identifying/remediating vulnerabilities within applications."
96,frameworks specialist,"specializes in specific frameworks (e.g., react/angular) by developing applications based on best practices within those frameworks.","react, angular, vue.js, spring framework, django, framework development, javascript, java, python","frameworks specialist react, angular, vue.js, spring framework, django, framework development, javascript, java, python specializes in specific frameworks (e.g., react/angular) by developing applications based on best practices within those frameworks."
97,front end developer,"designs and develops user-facing features for web applications using html, css, and javascript. collaborates with ux/ui designers to implement responsive designs.","javascript, html, css, react, angular, vue.js, node.js, typescript, sass, ui/ux design","front end developer javascript, html, css, react, angular, vue.js, node.js, typescript, sass, ui/ux design designs and develops user-facing features for web applications using html, css, and javascript. collaborates with ux/ui designers to implement responsive designs."
98,front end web developer,creates and maintains the visual components of web applications. responsible for optimizing applications for maximum speed and scalability.,"javascript, html, css, react, angular, vue.js, node.js, typescript, sass, ui/ux design","front end web developer javascript, html, css, react, angular, vue.js, node.js, typescript, sass, ui/ux design creates and maintains the visual components of web applications. responsible for optimizing applications for maximum speed and scalability."
99,full stack developer,develops both front-end and back-end components of web applications. requires proficiency in multiple programming languages and frameworks.,"javascript, html, css, node.js, react, angular, express.js, mongodb, sql, python, django, devops, ci/cd","full stack developer javascript, html, css, node.js, react, angular, express.js, mongodb, sql, python, django, devops, ci/cd develops both front-end and back-end components of web applications. requires proficiency in multiple programming languages and frameworks."
100,full stack java developer/programmer/engineer,designs and develops full-stack applications using java technologies. responsible for both server-side logic and user interface design.,"java, spring framework, hibernate, j2ee, sql, rest apis, junit, maven, git, jenkins, cloud computing, microservices, javascript, html, css, react","full stack java developer/programmer/engineer java, spring framework, hibernate, j2ee, sql, rest apis, junit, maven, git, jenkins, cloud computing, microservices, javascript, html, css, react designs and develops full-stack applications using java technologies. responsible for both server-side logic and user interface design."
101,full stack python developer/programmer/engineer,"creates full-stack applications using python frameworks (e.g., django). responsible for developing both client-side and server-side components.","python, django, flask, rest apis, sql, data structures, algorithms, cloud computing, linux, docker, git, javascript, html, css, react","full stack python developer/programmer/engineer python, django, flask, rest apis, sql, data structures, algorithms, cloud computing, linux, docker, git, javascript, html, css, react creates full-stack applications using python frameworks (e.g., django). responsible for developing both client-side and server-side components."
102,game developer,"designs and develops video games across platforms. responsible for coding gameplay mechanics, graphics, and user interactions.","unity, c++, game design, game engines, c#, vr development, javascript, unreal engine","game developer unity, c++, game design, game engines, c#, vr development, javascript, unreal engine designs and develops video games across platforms. responsible for coding gameplay mechanics, graphics, and user interactions."
103,gcp devops engineer,"implements devops practices on google cloud platform. responsible for automating deployments, managing ci/cd pipelines, and ensuring system reliability.","google cloud, devops, ci/cd, terraform, ansible, docker, kubernetes, linux, automation, scripting","gcp devops engineer google cloud, devops, ci/cd, terraform, ansible, docker, kubernetes, linux, automation, scripting implements devops practices on google cloud platform. responsible for automating deployments, managing ci/cd pipelines, and ensuring system reliability."
104,gerrit engineer,manages gerrit code review system to facilitate collaborative development. responsibilities include configuring projects and managing user access.,"gerrit, git, code review, linux, automation, scripting, version control","gerrit engineer gerrit, git, code review, linux, automation, scripting, version control manages gerrit code review system to facilitate collaborative development. responsibilities include configuring projects and managing user access."
105,git engineer,"specializes in git version control systems. responsible for managing repositories, branching strategies, and ensuring code integrity during development.","git, version control, branching strategies, code review, ci/cd, automation, scripting","git engineer git, version control, branching strategies, code review, ci/cd, automation, scripting specializes in git version control systems. responsible for managing repositories, branching strategies, and ensuring code integrity during development."
106,github engineer,"manages github repositories for version control. responsibilities include setting up workflows, managing pull requests, and collaborating with teams.","github, git, version control, ci/cd, automation, scripting, github actions","github engineer github, git, version control, ci/cd, automation, scripting, github actions manages github repositories for version control. responsibilities include setting up workflows, managing pull requests, and collaborating with teams."
107,gitlab engineer,administers gitlab repositories for version control. responsible for configuring ci/cd pipelines and managing project settings.,"gitlab, git, version control, ci/cd, automation, scripting, gitlab ci","gitlab engineer gitlab, git, version control, ci/cd, automation, scripting, gitlab ci administers gitlab repositories for version control. responsible for configuring ci/cd pipelines and managing project settings."
108,gradle engineer,utilizes gradle build automation tools to manage project dependencies and build processes. responsible for optimizing build configurations.,"gradle, build automation, java, groovy, ci/cd, version control, git","gradle engineer gradle, build automation, java, groovy, ci/cd, version control, git utilizes gradle build automation tools to manage project dependencies and build processes. responsible for optimizing build configurations."
109,grafana engineer,implements grafana dashboards for data visualization. responsible for monitoring metrics from various sources to provide insights into system performance.,"grafana, data visualization, monitoring, alerting, metrics, dashboards, linux, cloud computing","grafana engineer grafana, data visualization, monitoring, alerting, metrics, dashboards, linux, cloud computing implements grafana dashboards for data visualization. responsible for monitoring metrics from various sources to provide insights into system performance."
110,groovy engineer,develops scripts using groovy programming language to automate tasks within java applications or build processes.,"groovy, scripting, jenkins, automation, java, build automation","groovy engineer groovy, scripting, jenkins, automation, java, build automation develops scripts using groovy programming language to automate tasks within java applications or build processes."
111,information architect,designs information systems that provide clear navigation structures for users. works on organizing content effectively across digital platforms.,"information architecture, ui/ux design, user research, wireframing, prototyping, content strategy","information architect information architecture, ui/ux design, user research, wireframing, prototyping, content strategy designs information systems that provide clear navigation structures for users. works on organizing content effectively across digital platforms."
112,information security analyst,protects an organization’s computer systems by implementing security measures. responsibilities include monitoring networks for security breaches.,"security, network security, firewalls, ids/ips, vulnerability management, penetration testing, security auditing","information security analyst security, network security, firewalls, ids/ips, vulnerability management, penetration testing, security auditing protects an organization’s computer systems by implementing security measures. responsibilities include monitoring networks for security breaches."
113,interaction designer,focuses on creating engaging interfaces that enhance user experience. responsibilities include conducting user research and usability testing.,"interaction design, ui/ux design, prototyping, user research, wireframing, usability testing","interaction designer interaction design, ui/ux design, prototyping, user research, wireframing, usability testing focuses on creating engaging interfaces that enhance user experience. responsibilities include conducting user research and usability testing."
114,ios developer,develops mobile applications for ios devices using swift or objective-c. responsible for implementing ui designs and ensuring app performance.,"swift, objective-c, ios sdk, xcode, ui/ux design, rest apis, sql, mobile development","ios developer swift, objective-c, ios sdk, xcode, ui/ux design, rest apis, sql, mobile development develops mobile applications for ios devices using swift or objective-c. responsible for implementing ui designs and ensuring app performance."
115,istio engineer,"implements service mesh solutions using istio to manage microservices communication. focuses on traffic management, security policies, and observability.","istio, service mesh, kubernetes, docker, cloud computing, networking, traffic management, security","istio engineer istio, service mesh, kubernetes, docker, cloud computing, networking, traffic management, security implements service mesh solutions using istio to manage microservices communication. focuses on traffic management, security policies, and observability."
116,it manager,"oversees it operations within an organization. responsibilities include managing it staff, budgeting, and ensuring alignment with business goals.","project management, team leadership, agile methodologies, budgeting, it infrastructure, networking, cloud computing, cybersecurity","it manager project management, team leadership, agile methodologies, budgeting, it infrastructure, networking, cloud computing, cybersecurity oversees it operations within an organization. responsibilities include managing it staff, budgeting, and ensuring alignment with business goals."
117,jacoco engineer,utilizes jacoco to measure code coverage in java applications. responsible for integrating coverage reporting into ci/cd pipelines.,"jacoco, code coverage, java, testing, quality assurance, ci/cd","jacoco engineer jacoco, code coverage, java, testing, quality assurance, ci/cd utilizes jacoco to measure code coverage in java applications. responsible for integrating coverage reporting into ci/cd pipelines."
118,java developer,"develops software applications using java programming language. responsibilities include writing code, debugging, and collaborating with team members on projects.","java, spring framework, hibernate, j2ee, sql, rest apis, junit, maven, git, jenkins, cloud computing, microservices","java developer java, spring framework, hibernate, j2ee, sql, rest apis, junit, maven, git, jenkins, cloud computing, microservices develops software applications using java programming language. responsibilities include writing code, debugging, and collaborating with team members on projects."
119,javascript developer,creates interactive web applications using javascript frameworks/libraries like react or angular. focuses on front-end development best practices.,"javascript, html, css, react, angular, vue.js, node.js, typescript, sass, ui/ux design","javascript developer javascript, html, css, react, angular, vue.js, node.js, typescript, sass, ui/ux design creates interactive web applications using javascript frameworks/libraries like react or angular. focuses on front-end development best practices."
121,jira engineer,"administers jira project management tool to support agile teams. responsibilities include configuring workflows, managing projects, and providing user support.","jira, atlassian suite, agile methodologies, workflow configuration, user management, project management","jira engineer jira, atlassian suite, agile methodologies, workflow configuration, user management, project management administers jira project management tool to support agile teams. responsibilities include configuring workflows, managing projects, and providing user support."
122,jr developer,assists in software development tasks under supervision while gaining practical experience in coding/debugging practices.,"javascript, java, python, git, sql, html, css, data structures, algorithms","jr developer javascript, java, python, git, sql, html, css, data structures, algorithms assists in software development tasks under supervision while gaining practical experience in coding/debugging practices."
123,junior developer,supports development teams by writing code under guidance while learning best practices in software development.,"javascript, java, python, git, sql, html, css, data structures, algorithms","junior developer javascript, java, python, git, sql, html, css, data structures, algorithms supports development teams by writing code under guidance while learning best practices in software development."
124,junior front end developer,assists in developing front-end components of web applications while learning html/css/javascript.,"javascript, html, css, react, vue.js, git, ui/ux basics","junior front end developer javascript, html, css, react, vue.js, git, ui/ux basics assists in developing front-end components of web applications while learning html/css/javascript."
125,junior ios developer,supports ios application development efforts while gaining hands-on experience with swift/objective-c.,"swift, objective-c, ios sdk, xcode, ui/ux basics, git","junior ios developer swift, objective-c, ios sdk, xcode, ui/ux basics, git supports ios application development efforts while gaining hands-on experience with swift/objective-c."
126,junior software developer,participates in software development projects while gaining practical experience through coding/debugging tasks.,"javascript, java, python, git, sql, html, css, data structures, algorithms","junior software developer javascript, java, python, git, sql, html, css, data structures, algorithms participates in software development projects while gaining practical experience through coding/debugging tasks."
127,junior software engineer,assists in engineering tasks related to software development while learning from experienced team members.,"javascript, java, python, git, sql, html, css, data structures, algorithms","junior software engineer javascript, java, python, git, sql, html, css, data structures, algorithms assists in engineering tasks related to software development while learning from experienced team members."
128,junior web developer,supports web development efforts by writing basic code under supervision while learning front-end/back-end technologies.,"html, css, javascript, git, web development fundamentals, ui/ux basics","junior web developer html, css, javascript, git, web development fundamentals, ui/ux basics supports web development efforts by writing basic code under supervision while learning front-end/back-end technologies."
129,junit engineer,utilizes junit framework to write unit tests for java applications. responsibilities include ensuring code quality through automated testing.,"junit, java, testing, unit testing, test automation, ci/cd","junit engineer junit, java, testing, unit testing, test automation, ci/cd utilizes junit framework to write unit tests for java applications. responsibilities include ensuring code quality through automated testing."
130,kubernetes administrator,"manages and maintains kubernetes clusters, ensuring high availability, scalability, and security of containerized applications. works closely with devops, development, and it teams to deploy, troubleshoot, and optimize kubernetes-based infrastructure.","kubernetes, docker, linux, cloud computing, aws, azure, networking, ci/cd, automation, security","kubernetes administrator kubernetes, docker, linux, cloud computing, aws, azure, networking, ci/cd, automation, security manages and maintains kubernetes clusters, ensuring high availability, scalability, and security of containerized applications. works closely with devops, development, and it teams to deploy, troubleshoot, and optimize kubernetes-based infrastructure."
131,kubernetes engineer,designs and implements kubernetes solutions for container orchestration while ensuring high availability of services.,"kubernetes, docker, linux, cloud computing, aws, azure, networking, ci/cd, automation, security","kubernetes engineer kubernetes, docker, linux, cloud computing, aws, azure, networking, ci/cd, automation, security designs and implements kubernetes solutions for container orchestration while ensuring high availability of services."
133,maven engineer,manages build processes using maven for java applications. responsibilities include configuring pom.xml files and optimizing build performance.,"maven, java, build automation, dependency management, ci/cd, version control, git","maven engineer maven, java, build automation, dependency management, ci/cd, version control, git manages build processes using maven for java applications. responsibilities include configuring pom.xml files and optimizing build performance."
134,micro services / api lead designer,"responsible for architecting, designing, and leading the development of scalable, secure, and efficient microservices-based applications. collaborate closely with engineering, devops, and product teams to define api strategies, ensure seamless integration, and optimize system performance.","microservices, api design, rest apis, soa, cloud computing, java, python, security","micro services / api lead designer microservices, api design, rest apis, soa, cloud computing, java, python, security responsible for architecting, designing, and leading the development of scalable, secure, and efficient microservices-based applications. collaborate closely with engineering, devops, and product teams to define api strategies, ensure seamless integration, and optimize system performance."
135,mobile app developer,develops mobile applications for platforms like android and ios. responsibilities include designing user interfaces and integrating backend services.,"android sdk, java, kotlin, ios, swift, objective-c, react native, flutter, mobile development, ui/ux design","mobile app developer android sdk, java, kotlin, ios, swift, objective-c, react native, flutter, mobile development, ui/ux design develops mobile applications for platforms like android and ios. responsibilities include designing user interfaces and integrating backend services."
136,mobile application developer,creates mobile applications using frameworks like react native or flutter. focuses on delivering high-quality user experiences across devices.,"android sdk, java, kotlin, ios, swift, objective-c, react native, flutter, mobile development, ui/ux design","mobile application developer android sdk, java, kotlin, ios, swift, objective-c, react native, flutter, mobile development, ui/ux design creates mobile applications using frameworks like react native or flutter. focuses on delivering high-quality user experiences across devices."
137,mulesoft developer,designs and develops integration solutions using mulesoft anypoint platform. responsible for creating apis and managing data flows between systems.,"mulesoft, anypoint platform, api development, integration, java, rest apis, soa","mulesoft developer mulesoft, anypoint platform, api development, integration, java, rest apis, soa designs and develops integration solutions using mulesoft anypoint platform. responsible for creating apis and managing data flows between systems."
138,nagios engineer,implements nagios monitoring solutions to track system performance and availability. responsible for configuring alerts and managing monitoring plugins.,"nagios, monitoring, linux, scripting, alerting, system administration, networking","nagios engineer nagios, monitoring, linux, scripting, alerting, system administration, networking implements nagios monitoring solutions to track system performance and availability. responsible for configuring alerts and managing monitoring plugins."
139,network and systems administrator,"manages network infrastructure and systems to ensure operational efficiency. responsibilities include troubleshooting, maintenance, and user support.","networking, linux, windows server, troubleshooting, scripting, automation, system administration","network and systems administrator networking, linux, windows server, troubleshooting, scripting, automation, system administration manages network infrastructure and systems to ensure operational efficiency. responsibilities include troubleshooting, maintenance, and user support."
140,network engineer,"designs, implements, and manages network solutions to ensure reliable connectivity. responsibilities include configuring routers/switches and monitoring network performance.","tcp/ip, lan/wan, routing, switching, firewalls, vpn, cisco, security, networking protocols","network engineer tcp/ip, lan/wan, routing, switching, firewalls, vpn, cisco, security, networking protocols designs, implements, and manages network solutions to ensure reliable connectivity. responsibilities include configuring routers/switches and monitoring network performance."
141,new grad software engineer,entry-level position focused on software development tasks while gaining practical experience in coding/debugging under supervision.,"javascript, java, python, git, sql, html, css, data structures, algorithms","new grad software engineer javascript, java, python, git, sql, html, css, data structures, algorithms entry-level position focused on software development tasks while gaining practical experience in coding/debugging under supervision."
142,new relic engineer,"utilizes new relic for application performance monitoring. responsibilities include configuring dashboards, analyzing metrics, and optimizing application performance.","new relic, application performance monitoring, troubleshooting, java, .net, cloud computing, metrics, alerting","new relic engineer new relic, application performance monitoring, troubleshooting, java, .net, cloud computing, metrics, alerting utilizes new relic for application performance monitoring. responsibilities include configuring dashboards, analyzing metrics, and optimizing application performance."
143,nexus engineer,manages nexus repository for artifact management in ci/cd pipelines. responsible for configuring repositories and ensuring efficient artifact storage.,"nexus, artifact repository, maven, gradle, docker, ci/cd, build automation","nexus engineer nexus, artifact repository, maven, gradle, docker, ci/cd, build automation manages nexus repository for artifact management in ci/cd pipelines. responsible for configuring repositories and ensuring efficient artifact storage."
144,nomad engineer,implements nomad for workload orchestration across distributed systems. responsibilities include managing job definitions and ensuring service availability.,"nomad, container orchestration, docker, linux, cloud computing, automation, networking","nomad engineer nomad, container orchestration, docker, linux, cloud computing, automation, networking implements nomad for workload orchestration across distributed systems. responsibilities include managing job definitions and ensuring service availability."
145,notary engineer,utilizes notary for secure signing of container images. responsible for implementing trust management within containerized environments.,"notary, security, docker, container security, cryptography, trust management","notary engineer notary, security, docker, container security, cryptography, trust management utilizes notary for secure signing of container images. responsible for implementing trust management within containerized environments."
146,octopus deploy engineer,manages deployment processes using octopus deploy. responsibilities include configuring deployment projects and automating release workflows.,"octopus deploy, deployment automation, ci/cd, .net, powershell, scripting, cloud computing","octopus deploy engineer octopus deploy, deployment automation, ci/cd, .net, powershell, scripting, cloud computing manages deployment processes using octopus deploy. responsibilities include configuring deployment projects and automating release workflows."
147,openshift engineer,"administers openshift container platform for deploying applications. responsibilities include managing clusters, scaling applications, and ensuring uptime.","openshift, kubernetes, docker, linux, cloud computing, ci/cd, automation, security","openshift engineer openshift, kubernetes, docker, linux, cloud computing, ci/cd, automation, security administers openshift container platform for deploying applications. responsibilities include managing clusters, scaling applications, and ensuring uptime."
148,openstack engineer,implements openstack solutions for cloud infrastructure management. responsible for deploying services and managing virtualized resources.,"openstack, cloud computing, virtualization, networking, linux, automation, scripting","openstack engineer openstack, cloud computing, virtualization, networking, linux, automation, scripting implements openstack solutions for cloud infrastructure management. responsible for deploying services and managing virtualized resources."
149,oracle developer,"develops applications using oracle technologies including pl/sql. responsibilities include database design, coding, testing, and optimization.","oracle, sql, pl/sql, database design, performance tuning, etl","oracle developer oracle, sql, pl/sql, database design, performance tuning, etl develops applications using oracle technologies including pl/sql. responsibilities include database design, coding, testing, and optimization."
150,oracle sql developer,"utilizes oracle sql developer to manage database development tasks including writing queries, creating reports, and optimizing database performance.","oracle sql developer, sql, pl/sql, database development, performance tuning, etl","oracle sql developer oracle sql developer, sql, pl/sql, database development, performance tuning, etl utilizes oracle sql developer to manage database development tasks including writing queries, creating reports, and optimizing database performance."
151,packer engineer,uses packer to automate the creation of machine images across platforms. responsible for maintaining image templates and ensuring consistency in deployments.,"packer, infrastructure as code, cloud computing, automation, aws, azure, google cloud","packer engineer packer, infrastructure as code, cloud computing, automation, aws, azure, google cloud uses packer to automate the creation of machine images across platforms. responsible for maintaining image templates and ensuring consistency in deployments."
152,php developer,"develops web applications using php programming language. responsibilities include coding, debugging, and collaborating with front-end developers on integrations.","php, mysql, laravel, javascript, css, html, restful apis, symfony, git","php developer php, mysql, laravel, javascript, css, html, restful apis, symfony, git develops web applications using php programming language. responsibilities include coding, debugging, and collaborating with front-end developers on integrations."
153,powershell engineer,utilizes powershell scripting to automate administrative tasks in windows environments. responsible for writing scripts to manage system configurations.,"powershell, scripting, automation, windows server, cloud computing, active directory","powershell engineer powershell, scripting, automation, windows server, cloud computing, active directory utilizes powershell scripting to automate administrative tasks in windows environments. responsible for writing scripts to manage system configurations."
154,product manager,"oversees product development from conception to launch. responsibilities include defining product vision, gathering requirements, and coordinating cross-functional teams.","product management, agile methodologies, user research, roadmap planning, stakeholder management, communication","product manager product management, agile methodologies, user research, roadmap planning, stakeholder management, communication oversees product development from conception to launch. responsibilities include defining product vision, gathering requirements, and coordinating cross-functional teams."
155,programmer,writes code to develop software applications based on specifications provided by stakeholders. collaborates with other developers on coding best practices.,"programming, algorithms, data structures, debugging, software development, python, java, c++","programmer programming, algorithms, data structures, debugging, software development, python, java, c++ writes code to develop software applications based on specifications provided by stakeholders. collaborates with other developers on coding best practices."
156,programmer analyst,"analyzes business requirements to develop software solutions. responsibilities include coding, testing, debugging, and providing technical support.","programming, data analysis, requirements gathering, sql, data modeling, process improvement","programmer analyst programming, data analysis, requirements gathering, sql, data modeling, process improvement analyzes business requirements to develop software solutions. responsibilities include coding, testing, debugging, and providing technical support."
157,prometheus engineer,implements prometheus monitoring solutions to track application performance metrics. responsible for configuring alerts/dashboards based on metrics collected.,"prometheus, monitoring, alerting, metrics, kubernetes, docker, cloud computing","prometheus engineer prometheus, monitoring, alerting, metrics, kubernetes, docker, cloud computing implements prometheus monitoring solutions to track application performance metrics. responsible for configuring alerts/dashboards based on metrics collected."
158,puppet engineer,utilizes puppet for configuration management tasks across environments. responsibilities include writing manifests/scripts to automate system configurations.,"puppet, ruby, automation, configuration management, linux, cloud computing, aws, azure, infrastructure as code","puppet engineer puppet, ruby, automation, configuration management, linux, cloud computing, aws, azure, infrastructure as code utilizes puppet for configuration management tasks across environments. responsibilities include writing manifests/scripts to automate system configurations."
159,pytest engineer,uses pytest framework to write unit tests for python applications. responsible for ensuring code quality through automated testing practices.,"pytest, python, testing, unit testing, test automation, ci/cd","pytest engineer pytest, python, testing, unit testing, test automation, ci/cd uses pytest framework to write unit tests for python applications. responsible for ensuring code quality through automated testing practices."
160,python developer,"develops software applications using python programming language. responsibilities include writing code, debugging issues, and collaborating with other developers.","python, django, flask, rest apis, sql, data structures, algorithms, cloud computing, linux, docker, git","python developer python, django, flask, rest apis, sql, data structures, algorithms, cloud computing, linux, docker, git develops software applications using python programming language. responsibilities include writing code, debugging issues, and collaborating with other developers."
161,qa engineer,implements testing strategies to ensure software quality through manual/automated testing methods while collaborating with development teams on quality standards.,"automation testing, selenium, junit, testng, ci/cd, python, git, jenkins, test automation, agile testing, performance testing","qa engineer automation testing, selenium, junit, testng, ci/cd, python, git, jenkins, test automation, agile testing, performance testing implements testing strategies to ensure software quality through manual/automated testing methods while collaborating with development teams on quality standards."
162,react developer,develops user interfaces using react.js framework. responsibilities include implementing responsive designs and optimizing application performance.,"javascript, react, html, css, node.js, redux, ui/ux design, git","react developer javascript, react, html, css, node.js, redux, ui/ux design, git develops user interfaces using react.js framework. responsibilities include implementing responsive designs and optimizing application performance."
163,robotics engineer,designs robotic systems by developing software/hardware components that enable robots to perform tasks autonomously or semi-autonomously.,"robotics, c++, python, ros, embedded systems, control systems, sensors, actuators","robotics engineer robotics, c++, python, ros, embedded systems, control systems, sensors, actuators designs robotic systems by developing software/hardware components that enable robots to perform tasks autonomously or semi-autonomously."
164,ruby on rails developer,develops web applications using ruby on rails framework while focusing on back-end logic/integrating front-end components.,"ruby on rails, ruby, sql, html, css, javascript, rest apis, git","ruby on rails developer ruby on rails, ruby, sql, html, css, javascript, rest apis, git develops web applications using ruby on rails framework while focusing on back-end logic/integrating front-end components."
165,salesforce developer,customizes salesforce platform by developing applications/components using apex/visualforce while ensuring alignment with business processes.,"salesforce, apex, visualforce, lightning, soql, salesforce administration, rest apis","salesforce developer salesforce, apex, visualforce, lightning, soql, salesforce administration, rest apis customizes salesforce platform by developing applications/components using apex/visualforce while ensuring alignment with business processes."
166,search engine optimization,no description available,"seo, keyword research, on-page optimization, off-page optimization, content marketing, analytics","search engine optimization seo, keyword research, on-page optimization, off-page optimization, content marketing, analytics no description available"
167,security specialist,protects organizational data by implementing security measures. responsibilities include conducting risk assessments and responding to security incidents.,"security, network security, firewalls, ids/ips, vulnerability management, penetration testing, security auditing","security specialist security, network security, firewalls, ids/ips, vulnerability management, penetration testing, security auditing protects organizational data by implementing security measures. responsibilities include conducting risk assessments and responding to security incidents."
168,selenium engineer,"designs and develops automated test scripts using selenium. responsibilities include creating test plans, executing tests, and reporting defects.","selenium, test automation, java, python, webdriver, ci/cd, testing frameworks","selenium engineer selenium, test automation, java, python, webdriver, ci/cd, testing frameworks designs and develops automated test scripts using selenium. responsibilities include creating test plans, executing tests, and reporting defects."
169,senior ansible development engineer,leads development efforts for ansible-based automation solutions. responsibilities include mentoring junior engineers and designing complex playbooks.,"ansible, automation, infrastructure as code, cloud computing, aws, azure, linux, python, scripting, networking, leadership","senior ansible development engineer ansible, automation, infrastructure as code, cloud computing, aws, azure, linux, python, scripting, networking, leadership leads development efforts for ansible-based automation solutions. responsibilities include mentoring junior engineers and designing complex playbooks."
170,senior cloud architect,designs and implements cloud solutions at a senior level. responsibilities include cloud strategy development and providing guidance on cloud best practices.,"cloud architecture, aws, azure, google cloud, microservices, kubernetes, docker, security, leadership","senior cloud architect cloud architecture, aws, azure, google cloud, microservices, kubernetes, docker, security, leadership designs and implements cloud solutions at a senior level. responsibilities include cloud strategy development and providing guidance on cloud best practices."
171,senior devops architect,leads devops initiatives at an architectural level by designing ci/cd pipelines and promoting automation across development teams.,"cloud computing, aws, azure, google cloud, docker, kubernetes, terraform, ansible, ci/cd, automation, security, networking, leadership","senior devops architect cloud computing, aws, azure, google cloud, docker, kubernetes, terraform, ansible, ci/cd, automation, security, networking, leadership leads devops initiatives at an architectural level by designing ci/cd pipelines and promoting automation across development teams."
173,senior devsecops architect,integrates security into devops practices at an architectural level by designing secure ci/cd pipelines and implementing security best practices.,"devsecops, cloud security, kubernetes, docker, terraform, ansible, ci/cd, security automation, vulnerability management, leadership","senior devsecops architect devsecops, cloud security, kubernetes, docker, terraform, ansible, ci/cd, security automation, vulnerability management, leadership integrates security into devops practices at an architectural level by designing secure ci/cd pipelines and implementing security best practices."
174,senior sre architect,leads sre efforts at an architectural level by designing scalable/reliable systems while improving incident response strategies.,"sre, monitoring, kubernetes, docker, cloud platforms, linux, automation, devops, ci/cd, python, networking, leadership","senior sre architect sre, monitoring, kubernetes, docker, cloud platforms, linux, automation, devops, ci/cd, python, networking, leadership leads sre efforts at an architectural level by designing scalable/reliable systems while improving incident response strategies."
175,senior sre engineer,drives site reliability efforts by implementing monitoring solutions and automating incident response. responsible for improving service availability.,"sre, monitoring, kubernetes, docker, cloud platforms, linux, automation, devops, ci/cd, python, networking, leadership","senior sre engineer sre, monitoring, kubernetes, docker, cloud platforms, linux, automation, devops, ci/cd, python, networking, leadership drives site reliability efforts by implementing monitoring solutions and automating incident response. responsible for improving service availability."
176,sharepoint developer,develops applications on sharepoint platform using technologies like .net and javascript. responsibilities include customizing sharepoint sites and building web parts.,"sharepoint, .net, c#, javascript, powershell, sharepoint framework, rest apis","sharepoint developer sharepoint, .net, c#, javascript, powershell, sharepoint framework, rest apis develops applications on sharepoint platform using technologies like .net and javascript. responsibilities include customizing sharepoint sites and building web parts."
177,software developer,"develops software applications based on specifications provided by stakeholders. responsibilities include coding, testing, debugging, and collaborating on projects.","programming, algorithms, data structures, debugging, software development, python, java, c++","software developer programming, algorithms, data structures, debugging, software development, python, java, c++ develops software applications based on specifications provided by stakeholders. responsibilities include coding, testing, debugging, and collaborating on projects."
178,software engineer,"designs, develops, and tests software applications to meet business needs. requires strong problem-solving skills and knowledge of software development methodologies.","java, c++, python, algorithms, data structures, software design, git, jenkins, ci/cd, cloud computing","software engineer java, c++, python, algorithms, data structures, software design, git, jenkins, ci/cd, cloud computing designs, develops, and tests software applications to meet business needs. requires strong problem-solving skills and knowledge of software development methodologies."
179,sonarqube engineer,manages sonarqube instance to measure/track code quality. responsible for configuring quality profiles/gates while providing feedback to development teams.,"sonarqube, code quality, static code analysis, java, .net, security, ci/cd","sonarqube engineer sonarqube, code quality, static code analysis, java, .net, security, ci/cd manages sonarqube instance to measure/track code quality. responsible for configuring quality profiles/gates while providing feedback to development teams."
181,splunk enterprise security engineer,manages splunk enterprise security environment to detect/respond to security incidents. requires expertise in threat detection techniques.,"splunk enterprise security, security information and event management (siem), threat detection, incident response, security analysis","splunk enterprise security engineer splunk enterprise security, security information and event management (siem), threat detection, incident response, security analysis manages splunk enterprise security environment to detect/respond to security incidents. requires expertise in threat detection techniques."
182,sql developer,"writes sql code for database applications. responsibilities include creating stored procedures, optimizing queries, and designing database schemas.","sql, t-sql, sql server, database design, performance tuning, etl, ssrs, ssis, data modeling","sql developer sql, t-sql, sql server, database design, performance tuning, etl, ssrs, ssis, data modeling writes sql code for database applications. responsibilities include creating stored procedures, optimizing queries, and designing database schemas."
183,sre architect,designs site reliability engineering strategies to improve system reliability while reducing operational overheads through automation.,"sre, cloud architecture, kubernetes, docker, monitoring, incident management, automation, ci/cd, networking","sre architect sre, cloud architecture, kubernetes, docker, monitoring, incident management, automation, ci/cd, networking designs site reliability engineering strategies to improve system reliability while reducing operational overheads through automation."
